FIPSCode,State,JurisdictionName,D1a,D1Comments,D2a,D2b,D2c,D2d_Other,D2d,D2e,D2f,D2g_Other,D2g,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D4d,D4e,D4f,D4Comments,D5,D5Comments
11900,WI,TOWN OF CALEDONIA - COLUMBIA COUNTY,1,"IN WI, PRECINCTS ARE REFERRED TO AS ""WARDS"".  IN MUNICIPALITIES SMALLER THAN 35,000 POPULATION, ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",17, ,0,0,0,1,6,10,"IF ELECTION WORKERS SERVED MULTIPLE REPORTING UNITS WITHIN THE SAME POLLING PLACE, THEY MAY BE COUNTED MORE THAN ONCE DEPENDING ON HOW THE LOCAL JURISDICTION SUBMITTED THEIR COUNTS",5,"MUNICIPALITIES REPORTED THE DIFFICULTY BY REPORTING UNIT.  IN SOME CASES, A MUNICIPALITY MAY HAVE REPORTED DIFFERENT DIFFICULTY LEVELS IN DIFFERENT REPORTING UNITS ACROSS THE SAME MUNICIPALITY.  IN THIS CASE, THE PREDOMINANT DIFFICULTY LEVEL FO"
11950,WI,VILLAGE OF CALEDONIA - RACINE COUNTY,8,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",6,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",104, ,0,0,0,13,46,43,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
11975,WI,TOWN OF CALEDONIA - TREMPEALEAU COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",0, ,0,0,0,0,0,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",6,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12000,WI,TOWN OF CALEDONIA - WAUPACA COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",8, ,0,0,0,0,5,3,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12075,WI,TOWN OF CALUMET - FOND DU LAC COUNTY,2,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",6, ,0,0,0,4,2,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12200,WI,VILLAGE OF CAMBRIA - COLUMBIA COUNTY,1,"IN WI, PRECINCTS ARE REFERRED TO AS ""WARDS"".  IN MUNICIPALITIES SMALLER THAN 35,000 POPULATION, ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",7, ,0,0,0,2,4,1,"IF ELECTION WORKERS SERVED MULTIPLE REPORTING UNITS WITHIN THE SAME POLLING PLACE, THEY MAY BE COUNTED MORE THAN ONCE DEPENDING ON HOW THE LOCAL JURISDICTION SUBMITTED THEIR COUNTS",5,"MUNICIPALITIES REPORTED THE DIFFICULTY BY REPORTING UNIT.  IN SOME CASES, A MUNICIPALITY MAY HAVE REPORTED DIFFERENT DIFFICULTY LEVELS IN DIFFERENT REPORTING UNITS ACROSS THE SAME MUNICIPALITY.  IN THIS CASE, THE PREDOMINANT DIFFICULTY LEVEL FO"
12225,WI,VILLAGE OF CAMBRIDGE - MULTIPLE COUNTIES,2,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",30, ,0,0,0,6,16,8,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12250,WI,VILLAGE OF CAMERON - BARRON COUNTY,1,"IN WI, PRECINCTS ARE REFERRED TO AS ""WARDS"".  IN MUNICIPALITIES SMALLER THAN 35,000 POPULATION, ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",7, ,0,0,1,1,1,4,"IF ELECTION WORKERS SERVED MULTIPLE REPORTING UNITS WITHIN THE SAME POLLING PLACE, THEY MAY BE COUNTED MORE THAN ONCE DEPENDING ON HOW THE LOCAL JURISDICTION SUBMITTED THEIR COUNTS",-8888888,"MUNICIPALITIES REPORTED THE DIFFICULTY BY REPORTING UNIT.  IN SOME CASES, A MUNICIPALITY MAY HAVE REPORTED DIFFERENT DIFFICULTY LEVELS IN DIFFERENT REPORTING UNITS ACROSS THE SAME MUNICIPALITY.  IN THIS CASE, THE PREDOMINANT DIFFICULTY LEVEL FO"
12275,WI,TOWN OF CAMERON - WOOD COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,3,1,3,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12300,WI,TOWN OF CAMPBELL - LA CROSSE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",11, ,0,0,0,3,7,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",5,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12325,WI,VILLAGE OF CAMPBELLSPORT - FOND DU LAC COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",9, ,0,0,0,2,2,5,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",5,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12350,WI,VILLAGE OF CAMP DOUGLAS - JUNEAU COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,1,1,3,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12500,WI,TOWN OF CANTON - BUFFALO COUNTY,1,"IN WI, PRECINCTS ARE REFERRED TO AS ""WARDS"".  IN MUNICIPALITIES SMALLER THAN 35,000 POPULATION, ELECTION OFFICIALS ARE ALLOWED TO COMBINE MULTIPLE WARDS INTO A SINGLE REPORTING UNIT FOR A GIVEN ELECTION TO SIMPLIFY REPORTING RESULTS.  THE PRECI",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"ELECTION DAY VOTING COMMENTS:  MUNICIPALITIES IN WI MAY SHARE POLLING PLACES ACROSS MUNICIPAL BOUNDARIES.  IF MORE THAN ONE MUNICIPALITY IS USING THE SAME POLLING PLACE, THAT POLLING PLACE WILL BE COUNTED IN THE MUNICIPALITY THAT OWNS THAT POLL",4, ,0,0,0,0,0,4,"IF ELECTION WORKERS SERVED MULTIPLE REPORTING UNITS WITHIN THE SAME POLLING PLACE, THEY MAY BE COUNTED MORE THAN ONCE DEPENDING ON HOW THE LOCAL JURISDICTION SUBMITTED THEIR COUNTS",-8888888,"MUNICIPALITIES REPORTED THE DIFFICULTY BY REPORTING UNIT.  IN SOME CASES, A MUNICIPALITY MAY HAVE REPORTED DIFFERENT DIFFICULTY LEVELS IN DIFFERENT REPORTING UNITS ACROSS THE SAME MUNICIPALITY.  IN THIS CASE, THE PREDOMINANT DIFFICULTY LEVEL FO"
12525,WI,TOWN OF CAREY - IRON COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",6, ,0,0,0,0,4,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12575,WI,TOWN OF CARLTON - KEWAUNEE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,1,2,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12725,WI,TOWN OF CARSON - PORTAGE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,0,0,5,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12775,WI,TOWN OF CARY - WOOD COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,0,3,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",4,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12825,WI,VILLAGE OF CASCADE - SHEBOYGAN COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",6, ,0,0,0,3,1,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",1,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12850,WI,VILLAGE OF CASCO - KEWAUNEE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,0,3,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12875,WI,TOWN OF CASCO - KEWAUNEE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,0,2,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12925,WI,TOWN OF CASEY - WASHBURN COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",9, ,0,0,0,1,5,3,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12950,WI,VILLAGE OF CASHTON - MONROE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",4, ,0,0,0,0,0,4,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",5,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
12975,WI,TOWN OF CASSEL - MARATHON COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",8, ,0,0,0,3,3,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
13025,WI,TOWN OF CASSIAN - ONEIDA COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,0,0,5,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
13050,WI,VILLAGE OF CASSVILLE - GRANT COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",2,2,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,1,2,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
13075,WI,TOWN OF CASSVILLE - GRANT COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",0,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,1,1,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
13100,WI,TOWN OF CASTLE ROCK - GRANT COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",6, ,0,0,0,0,5,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",1,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
13125,WI,TOWN OF CASWELL - FOREST COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,1,1,2,0,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
13175,WI,VILLAGE OF CATAWBA - PRICE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,0,1,2,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",2,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
13200,WI,TOWN OF CATAWBA - PRICE COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,1,1,1,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
13237,WI,TOWN OF CATO - MANITOWOC COUNTY,1,"In WI, precincts are referred to as ""wards"".  In municipalities smaller than 35,000 population, election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,1,2,4,"If election workers served multiple reporting units within the same polling place, they may be counted more than once depending on how the local jurisdiction submitted their counts",-8888888,"Municipalities reported the difficulty by reporting unit.  In some cases, a municipality may have reported different difficulty levels in different reporting units across the same municipality.  In this case, the predominant difficulty level fo"
